input_corrector,output_corrector,tag,explanation
"Eu tamén teño problemas, debido a que faltame conversas con eles, ademais de estar todo o día co móbil xogando a videoxogos, ainda que poderían ser xogos interactivos.","Eu tamén teño problemas, debido a que me faltan conversas con elas, ademais de estar todo o día co móbil xogando a videoxogos, aínda que poderían ser xogos interactivos.",1,"A etiqueta 1 asígnase porque o output_corrector non pode considerarse correcto xa que introduce un problema gramatical novo. Non foi posible extraer unha avaliación válida do modelo, polo que se aplica unha saída conservadora que require revisión manual."
Xa que a outra persoa poderíalle sentar mal.,Xa que a outra persoa podería sentírselle mal.,0,"O output_corrector é adecuado porque corrixiu o erro do input_corrector entre “poderíalle” e “sentar”, cambiándoo por “podería” e “sentírselle”."
"Por sorte, esta etapa ""do pavo"", non dura moito más lonxe que os 18 anos, cando dámonos conta de que os nosos pais só queren o mellor para nós, e volvemos a sentirnos comprendidos.","Por sorte, esta etapa « do pavo », non dura moito máis alá dos 18 anos, cando damos conta de que os nosos pais só queren o mellor para nós, e volvese a sentirnos comprendidos.",1,"A etiqueta 1 asígnase porque o output_corrector non pode considerarse correcto xa que introduce un problema gramatical novo. Non foi posible extraer unha avaliación válida do modelo, polo que se aplica unha saída conservadora que require revisión manual."
"Cren que teñen máis poder sobre os demáis membros e que son eles os que mandan, por iso orixínanse este tipo de disputas.","Cren que teñen máis poder sobre os demais membros e que son eles os que mandan, por iso orixínanse este tipo de disputas.",0,O output_corrector é adecuado porque corrixiu o erro do input_corrector entre “demáis” e “membros”.
"Deste xeito, é unha locura dicir que aqueles que están na súa infancia so queren ser futbolistas ou modelos xa que basta con preguntarlle a cinco nenos que queren ser de maiores para que un digache astronauta, outro bombeiro, outros dous digan superheroe e o quinto pense en ser actriz ou actor.","Deste xeito, é unha loucura dicir que aqueles que están na súa infancia só queren ser futbolistas ou modelos xa que abonda con preguntarlle a cinco nenos que queren ser de maiores para que un diga astronauta, outro bombeiro, outros dous digan superheroe e o quinto pense en ser actriz ou actor.",0,"O output_corrector é adecuado porque corrixiu os erros de concordancia verbal e de concordancia de número entre os verbos e os suxeitos, así como os erros de concordancia de xénero entre os suxeitos e os verbos."
"Principalmente cando dí que os xóvenes non pensamos mais cá no diñeiro fácil, na comodidade ou en ser futbolistas e modelos.","Principalmente cando di que os mozos non pensamos máis ca no diñeiro fácil, na comodidade ou en ser futbolistas e modelos.",0,O output_corrector é adecuado porque corrixiu o erro do input_corrector entre “dí” e “que”.
Ademáis disto estas figuras públicas defenden moitas veces modelos de comportamento sexista e sen conciencia.,Ademais destas figuras públicas defienden moitos modelos de comportamento sexistas e sen consciencia.,0,"O output_corrector é adecuado porque corrixiu o erro do input_corrector entre “Ademáis” e “desto”, e tamén corrixiu a forma verbal e o uso de “sen” en lugar de “sin”."
"Pensan que eles o saben todo e que os seus pais só os queren molestar e que nunca, baixo ningún concepto éstes teñen a razón.","Pensan que eles o saben todo e que os seus pais só os queren molestar e que nunca, baixo ningún concepto, éstes teñen a razón.",0,"O output_corrector é adecuado porque corrixiu o erro de puntuación e a falta de acento no final da oración, o que mellora a gramática e a clareza do texto."
Obsesionarse con ter o mellor físico ou con ser o que marca máis goles para resaltar sí é perxudicial.,Obsesionarse por ter o mellor físico ou por ser quen marque máis goles para destacar si é prexudicial.,1,"A etiqueta 1 asígnase porque o output_corrector non pode considerarse correcto xa que introduce un problema gramatical novo. Non foi posible extraer unha avaliación válida do modelo, polo que se aplica unha saída conservadora que require revisión manual."
"En conclusión, é tarefa e responsabilidade de todos revertir esta situación, educando ós nosos fillos con sensibilidade e en igualdade, apoiando ademáis iniciativas que acerquen a educación a todas as clases sociais e non a convirtan nun luxo ao alcance de poucos.","En conclusión, é tarefa e responsabilidade de todos reverter esta situación, educando aos nosos fillos con sensibilidade e en igualdade, apoiando ademais iniciativas que acheguen a educación a todas as clases sociais e non á converta nunha luxuosa para uns cantos.",0,"O output_corrector é adecuado porque corrixiu o erro do input_corrector, cambiando “reverter” por “reverter esta situación” e “ademáis” por “ademais”, e corrixindo a gramática para que sexa correcta."
"A todo o mundo lle gusta o deporte e ter un bó físico pero é complicado chegar a xogar ao futbol profesionalmente, ainda que a quén non lle gustaría gañar mais diñeiro so facendo deporte e xogar con outros grandes xogadores de futbol.","A todo o mundo lle gusta o deporte e ter un bo físico pero é complicado chegar a xogar ao fútbol profesionalmente, aínda que á quen non lle gustaría gañar máis cartos só facendo deporte e xogando cos outros grandes xogadores do fútbol.",0,"O output_corrector é adecuado porque corrixiu os erros do input_corrector, como a falta de acentos, a ortografía incorrecta e a gramática inapropiada."
"Sí, digo fogares porque aunque únicamente viva alí un adolescente, afecta a toda a familia.","Sí, digo fogares porque aínda que unicamente viva aí un adolescente, afecta a toda a familia.",0,"O output_corrector é adecuado porque corrixiu o erro do input_corrector, cambiando a expresión incorrecta “aunque” por “aínda que”, que é a forma correcta de expresar a idea."
"Os adolescentes, tanto mozos como mozas, están nunha etapa de transición de rapaces a mulleres e homes, polo que ás veces non se entenden nin sequera a sí mesmos.","Os adolescentes, tanto mozos coma mozas, están nunha etapa de transición de rapazas a mulleres e homes, polo que ás veces non se entenden nin sequera a si mesmos.",1,"A etiqueta 1 asígnase porque o output_corrector non pode considerarse correcto xa que introduce un problema gramatical novo. Non foi posible extraer unha avaliación válida do modelo, polo que se aplica unha saída conservadora que require revisión manual."
"Tendo en conta o sistema de producción e de saída ao mundo laboral, as persoas teñen que saber aforrar os seus cartos para a súa hipotética jubilación.","Tendo en conta o sistema de produción e de saída ao mundo laboral, as persoas teñen que saber aforrar os seus cartos para a súa hipotética xubilación.",1,"A etiqueta 1 asígnase porque o output_corrector non pode considerarse correcto xa que introduce un problema gramatical novo. Non foi posible extraer unha avaliación válida do modelo, polo que se aplica unha saída conservadora que require revisión manual."
"Por exemplo, no caso dos animais, temos os organismos productores (prantas e algas) que proporcionan oxíxeno e alimento para que os consumidores primarios se beneficien e así sucesivamente.","Por exemplo, nos casos dos animais, temos os organismos produtores (plantas e algas) que proporcionan oxi...",1,"A etiqueta 1 asígnase porque o output_corrector non pode considerarse correcto xa que introduce un problema gramatical novo. Non foi posible extraer unha avaliación válida do modelo, polo que se aplica unha saída conservadora que require revisión manual."
"Estamos bombardeados continuamente de publicidad que si por unha parte informan dos novos servizos, empresas e productos por outra crean necesidades, en moitos casos absurdas.","Estamos bombardeados continuamente de publicidade que, por unha banda, nos informa sobre novos servizos, empresas e produtos; pero, pola outra, crea necesidades, moitas veces innecesarias.",0,"O output_corrector é adecuado porque corrixiu os erros do input_corrector, como a falta de acentos e a gramática incorrecta, e mellorou a clareza da oración."
Esta nova no mercado crea grandes cambios no mundo da producción.,Esta nova no mercado crea grandes cambios no mundo da produción.,0,"O output_corrector é adecuado porque corrixiu o erro do input_corrector entre “producción” e “producción”, que era incorrecto."
"Tódalas persoas somos consumistas xa que dende que nacemos estamos continuamente comprando artículos xa sexan dedicados á nosa alimentación, ao noso vestiario, ao noso pracer e ocio etc. Pero poucas veces pensamos que para consumir eses productos que nos tanto queremos ten que haber alguén que previamente os producise.","Tódalas persoas somos consumistas xa que dende que nacemos estamos continuamente comprando artigos xa sexan dedicados á nosa alimentación, ao noso vestiario, ao noso pracer e ocio etc. Pero poucas veces pensamos que para consumir eses produtos que nos tantísimo queremos ter que haxa alguén que previamente os produza.",0,"O output_corrector é adecuado porque corrixiu os erros do input_corrector, como a falta de acentos nos artigos e a ortografía incorrecta de “productos” e “previamente”."
O consumo na actualidade está moi fixado polo precio dos productos e a competencia entre as diversas marcas que ofertan un servizo ou material do mesmo tipo.,O consumo na actualidade está moi fixado polo prezo dos produtos e a competencia entre as diversas marcas que ofrecen un servizo ou material do mesmo tipo.,0,"O output_corrector é adecuado porque corrixiu o erro do input_corrector entre “productos” e “prezo”, que era incorrecto."
"Os prezos tamén están moi relacionados coa produción xa que dependendo das materias primas, da maquinaria, da man de obra etc. utilizada na elaboración do instrumento; ese producto tera un determinado prezo.","Os prezos tamén están moi relacionados coa produción xa que dependendo das materias primas, da maquinaria, da man de obra etc. utilizadas na elaboración do instrumento; ese produto terá un determinado prezo.",0,"O output_corrector é adecuado porque corrixiu o erro do input_corrector, cambiando “producto” por “produto” e corrixindo a gramática para reflectir a corrección do significado."
"Polo tanto, deberiamos pensalo moito antes de seguir gastando tantos cartos nelas, o consumismo non é beneficioso, moitas veces é mellor mercar un producto máis caro só polo feito de ter a certeza de que a súa fabricación é lícita.","Polo tanto, deberíamos pensalo moito antes de seguir gastando tantos cartos nelas, o consumismo non é beneficioso, moitas veces é mellor mercar un produto máis caro só polo feito de ter a certeza de que a súa fabricación é lícita.",0,"O output_corrector é adecuado porque corrixiu o erro do input_corrector entre “producto” e “más caro”, cambiando a forma incorrecta de “producto” por “produto”."
A sua vez no noso día a día derrochamos moitísimos cartos en productos inservibles.,A súa vez no noso día a día derramos moitos cartos en produtos inútiles.,0,"O output_corrector é adecuado porque corrixiu o erro do input_corrector entre “productos” e “inservibles”, cambiando a forma incorrecta por outra correcta."
"Móstrannos o producto a vender como algo que mellorará enormemente a nosa calidade de vida, e conseguen que nós creamos isto, aínda que en verdade saibamos que nos están a enganar, e nós facemoslles caso e axiña imos a adquirir o que nos ofrecen.","Mórannos o produto a vender coma algo que melloraría moito a nosa calidade de vida, e conseguen que nós créramos iso, malia sabermos que nos estaban a enganar, e nós facémoslle caso e pronto mercaríamos o que nos ofertan.",0,"O output_corrector é adecuado porque corrixiu os erros do input_corrector, como a falta de acento en “móstrannos” e “facemoslles”, e a incorrección gramatical en “aínda que en verdade saibamos que nos están a enganar”."
"Pero para pagar por elas, deberase convertir tamén en productor, e en ocasións usará o método de anunciar e enganar a xente, o mesmo que usaron con el, para enriquecerse cada vez máis e consumir en maior cantidade, entrando así no ciclo do consumismo.","Pero para pagar por elas, deberás convertérte tamén en produtor, e en ocasións usarás o método de anunciar e enganar á xente, igual que eles fixeron contigo, para enriquecerte cada vez máis e consumir en maior cantidade, entrando así no ciclo do consumismo.",0,"O output_corrector é adecuado porque corrixiu os erros do input_corrector, como a falta de acento en “productor” e “produtor”, e a falta de acento en “enganar” e “enganar”, e tamén a falta de acento en “consumir” e “consumir”."
Na actualidade producense moitos conflictos entre pais e fillos.,Na actualidade prodúcense moitos conflitos entre pais e fillos.,1,"A etiqueta 1 asígnase porque o output_corrector non pode considerarse correcto xa que introduce un problema gramatical novo. Non foi posible extraer unha avaliación válida do modelo, polo que se aplica unha saída conservadora que require revisión manual."
"Na miña opinión, o conflicto que reflicte o texto é moi común entre adolescentes e os seus pais.","Na miña opinión, o conflito que reflicte o texto é moi común entre adolescentes e os seus pais.",1,"A etiqueta 1 asígnase porque o output_corrector non pode considerarse correcto xa que introduce un problema gramatical novo. Non foi posible extraer unha avaliación válida do modelo, polo que se aplica unha saída conservadora que require revisión manual."
Por iso é un dos motivos polos que os pais na súa casa teñen conflictos.,Por iso é un dos motivos polo que os pais na súa casa teñen conflitos.,1,"A etiqueta 1 asígnase porque o output_corrector non pode considerarse correcto xa que introduce un problema gramatical novo. Non foi posible extraer unha avaliación válida do modelo, polo que se aplica unha saída conservadora que require revisión manual."
Este tipo de conflictos familiares son habituais.,Este tipo de conflitos familiares son habituais.,1,"A etiqueta 1 asígnase porque o output_corrector non pode considerarse correcto xa que introduce un problema gramatical novo. Non foi posible extraer unha avaliación válida do modelo, polo que se aplica unha saída conservadora que require revisión manual."
"A mala comunicación, a agresividade, a falta de comunicación son algúns dos problemas que poden facer que unha familia teña conflictos.","A mala comunicación, a agresividade, a falta de comunicación son algúns dos problemas que poden facer que unha familia teña conflitos.",1,"A etiqueta 1 asígnase porque o output_corrector non pode considerarse correcto xa que introduce un problema gramatical novo. Non foi posible extraer unha avaliación válida do modelo, polo que se aplica unha saída conservadora que require revisión manual."
"Así, no mundo actual, terriblemente influenciado polos medios de comunicación e as redes sociais, os nosos modelos de conducta na mocidade proporciónansenos ""en serie"": seguindo un canon que, ademais perpetúa na gran maioría dos casos os tóxicos roles de xénero tradicionais.","Así, no mundo actual, terriblemente influenciado polos medios de comunicación e as redes sociais, os nosos modelos de conduta na mocidade proporcionánsenos «en serie»: seguindo un canon que, ademais perpetua na gran maioría dos casos os tóxicos roles de xénero tradicionais.",0,O output_corrector é adecuado porque corrixiu o erro de pluralización de «conducta» a «conduta» e o uso de comillas para indicar unha expresión entre paréntesis.
"Na miña opinión, o conflicto do texto é normal e ese tipo de discusións deixan de ocorrer co paso do tempo.","Na miña opinión, o conflito do texto é normal e ese tipo de discusións deixan de producirse co paso do tempo.",1,"A etiqueta 1 asígnase porque o output_corrector non pode considerarse correcto xa que introduce un problema gramatical novo. Non foi posible extraer unha avaliación válida do modelo, polo que se aplica unha saída conservadora que require revisión manual."
"Nun mundo e nunha sociedade onde a información están ao alcance da maioría das persoas, vivimos practicamente desinformados.","Nun mundo e nunha sociedade onde a información está ao alcance da maioría das persoas, vivimos practicamente desinformados.",0,O output_corrector é adecuado porque corrixiu o erro de pluralización de “información” e o erro de concordancia entre o suxeito e o verbo.”
"Hai casos extremos nos que se chega a violencia física, e son neste tipo de casos nos que hai que actuar con rapidez e non deixalo pasar.","Hai casos extremos nos que se chega á violencia física, e son nestes tipos de casos nos que hai que actuar con rapidez e non deixalos pasar.",1,"A etiqueta 1 asígnase porque o output_corrector non pode considerarse correcto xa que introduce un problema gramatical novo. Non foi posible extraer unha avaliación válida do modelo, polo que se aplica unha saída conservadora que require revisión manual."
Non hai que fixase neses traballos que en moitos casos non se pode realizar por algunha causa ou condición física.,Non hai que fixar eses traballos...,1,"A etiqueta 1 asígnase porque o output_corrector non pode considerarse correcto xa que introduce un problema gramatical novo. Non foi posible extraer unha avaliación válida do modelo, polo que se aplica unha saída conservadora que require revisión manual."
"A educación que se lle da aos adolescentes ás veces non e a adecuada pero non é ese o único factor que afecta ao comportamento dun adolescente, as compañías coas que anda e a súa personalidade tamén.","A educación que se lles dá aos adolescentes ás veces non é a adecuada pero non é ese o único factor que afecta ao comportamento dun adolescente, as compañías coas que andan e a súa personalidade tamén.",0,"O output_corrector é adecuado porque corrixiu o erro do input_corrector entre “da” e “aos adolescentes”, e tamén corrixiu a falta de acento en “non é”."
Os conflitos entre pais e fillos adolescentes é algo moi frecuente na sociedade actual.,Os conflitos entre pais e fillos adolescentes son algo moi frecuente na sociedade actual.,1,"A etiqueta 1 asígnase porque o output_corrector non pode considerarse correcto xa que introduce un problema gramatical novo. Non foi posible extraer unha avaliación válida do modelo, polo que se aplica unha saída conservadora que require revisión manual."
"Hoxe en día, penso que os problemas entre pais e fillos é moito maior que anos atrás, xa que a día de hoxe, maduran antes os adolescentes, teñen afán de liberdade, de ser independentes e de que os pais os deixen en paz.","Hoxe en día, penso que os problemas entre pais e fillos son moito maiores ca hai uns anos, xa que a día de hoxe, maduran antes os adolescentes, teñen máis afán de liberdade, independencia e de que os seus pais lles deixen en paz.",0,"O output_corrector é adecuado porque corrixiu os erros do input_corrector, como a falta de concordancia entre o suxeito e o verbo, e a falta de acentuación nos artigos e pronomes."
"Fixamos a nosa atención, e construímos a nosa vida en base a superficialidades.","Fixemos a nosa atención, e construímos a nosa vida en base ás superficiais",1,"A etiqueta 1 asígnase porque o output_corrector non pode considerarse correcto xa que introduce un problema gramatical novo. Non foi posible extraer unha avaliación válida do modelo, polo que se aplica unha saída conservadora que require revisión manual."
"É dicir, son problemas que derivan da educación que reciba a persoa, pero tamén, son habituais en case tódalas casas.","É dicir, son problemas que derivan da educación que reciban as persoas, pero tamén, son frecuentes en case tódolos fogares.",1,"A etiqueta 1 asígnase porque o output_corrector non pode considerarse correcto xa que introduce un problema gramatical novo. Non foi posible extraer unha avaliación válida do modelo, polo que se aplica unha saída conservadora que require revisión manual."
"Está claro que hoxe por hoxe queda moito mellor dicir que queres ser xogador dun equipo de primeira que por exemplo médico, cirurxian, ou escritor.","Está claro que hoxe por hoxe queda moito mellor dicir que queres ser xogador dun equipo de primeira que por exemplo médico, ciruxano ou escritor.",1,"A etiqueta 1 asígnase porque o output_corrector non pode considerarse correcto xa que introduce un problema gramatical novo. Non foi posible extraer unha avaliación válida do modelo, polo que se aplica unha saída conservadora que require revisión manual."
.,Corrixe a seguinte frase:,1,"A etiqueta 1 asígnase porque o output_corrector non pode considerarse correcto xa que introduce un problema gramatical novo. Non foi posible extraer unha avaliación válida do modelo, polo que se aplica unha saída conservadora que require revisión manual."
.,Corrixe a seguinte frase:,1,"A etiqueta 1 asígnase porque o output_corrector non pode considerarse correcto xa que introduce un problema gramatical novo. Non foi posible extraer unha avaliación válida do modelo, polo que se aplica unha saída conservadora que require revisión manual."
"Neste caso que se mostra no texto, pola miña parte, entendo que Mariano, o pai, se enfadara cando a súa filla o chamou estando el traballando, pero por outro lado, tamén me poño no corpo da rapaza, e non creo que escoitar esas palabras de seu pai, fose moi agradable.","Neste caso que se mostra no texto, pola miña parte, entendo que Mariano, o pai, se enfadara cando a súa filla o chamou estando el traballando, mais por outro lado, tamén me poño no corpo da rapaza, e non creo que escoitar esas palabras de seu pai, sería moi agradable.",1,"A etiqueta 1 asígnase porque o output_corrector non pode considerarse correcto xa que introduce un problema gramatical novo. Non foi posible extraer unha avaliación válida do modelo, polo que se aplica unha saída conservadora que require revisión manual."
"Na miña opinión, os pais deixan que os fillos fagan o que queiran desde moi pequenos, acostumanos moi mal dándolles todo o que lles piden e non saben dicir ""NON"".","Na miña opinión, os pais deixan que os fillos fagan o que queren dende moi pequenos, acostúmanos moi ben dándoos todo o que lles piden e non saben dicir ""non"".",1,"A etiqueta 1 asígnase porque o output_corrector non pode considerarse correcto xa que introduce un problema gramatical novo. Non foi posible extraer unha avaliación válida do modelo, polo que se aplica unha saída conservadora que require revisión manual."
"Pero por outra banda, creo que nosos pais deberían entendernos, eles moi posiblemente pasaron por algo similar, aínda que fosen outros tempos.","Pero por outra banda, creo que nosos pais deberían entendernos, eles moi seguramente pasaron por algo semellante, aínda que fosen outros tempos.",1,"A etiqueta 1 asígnase porque o output_corrector non pode considerarse correcto xa que introduce un problema gramatical novo. Non foi posible extraer unha avaliación válida do modelo, polo que se aplica unha saída conservadora que require revisión manual."
"No 60 % destas discusions a culpa é dos fillos, ben por pedir algo fora do seu alcance ou ben pola súa tozudez.","No 60% destas discusións a culpa é dos fillos, ben por pedir algo fóra do seu alcance ou ben pola súa tozudez.",1,"A etiqueta 1 asígnase porque o output_corrector non pode considerarse correcto xa que introduce un problema gramatical novo. Non foi posible extraer unha avaliación válida do modelo, polo que se aplica unha saída conservadora que require revisión manual."
"Centrémonos primeiro, a adolescencia é unha idade moi complicada, porque os nenos que eran empezan a crecer e a ter as súas propias ideas.","Centrémonos primeiro, a adolescencia é unha idade moi complicada, porque os nenos comezan a medrar e a ter as súas propias ideas.",1,"A etiqueta 1 asígnase porque o output_corrector non pode considerarse correcto xa que introduce un problema gramatical novo. Non foi posible extraer unha avaliación válida do modelo, polo que se aplica unha saída conservadora que require revisión manual."
"Aínda que nos tempos antigos non houbera nada diso, pola maneira de educar que tiñan.","Aínda que nos tempos antigos non había nada diso, pola maneira de educar que tiñan.",0,O output_corrector é adecuado porque corrixiu o erro de plural de “houbera” por “había”.
"Na miña opinión todo vai no xeito de como ver a vida, o que pretendemos todos é ser felices e disfrutar da vida.","Na miña opinión todo vai no camiño de como vemos a vida, o que pretendemos todos é ser felices e gozar da vida.",1,"A etiqueta 1 asígnase porque o output_corrector non pode considerarse correcto xa que introduce un problema gramatical novo. Non foi posible extraer unha avaliación válida do modelo, polo que se aplica unha saída conservadora que require revisión manual."
"Todos eses rapaces, chegado o momento tamén se darán conta, ademais cada ano temos mais persoas con estudos superiores, polo que non creo que teñamos tal ermo cultural.","Todos eses rapaces, chegado o momento tamén se darán conta, ademais cada ano temos máis persoas con estudos superiores, polo que non creo que teñamos tal ermo cultural.",1,"A etiqueta 1 asígnase porque o output_corrector non pode considerarse correcto xa que introduce un problema gramatical novo. Non foi posible extraer unha avaliación válida do modelo, polo que se aplica unha saída conservadora que require revisión manual."
"Eu entendo que os fillos queren sempre ter as mellores cousas, pero na miña opinión teñen razón os pais, estamos demasiado mimados e aínda encima se estamos nun país con crise, non podemos ter de todo.","Eu entendo que os fillos queren sempre ter as mellores cousas, mais na miña opinión están equivocados os pais, porque estamos demasiado mimados e ademais se vivimos nun país cunha grave crise económica, non debemos ter de todo.",0,"O output_corrector é adecuado porque corrixiu os erros do input_corrector, mellorando a gramática e a sintaxe."
"Quen non coñece a Pitagoras, Platon, Aristoteles.","Quen non coñeza a Pitágoras, Platón ou Aristóteles",0,"O output_corrector é adecuado porque corrixiu os erros do input_corrector, mellorando a gramática e a ortografía."
Agora o que eu penso é o seguinte.,Agora o que eu penso é o seguinte.,1,"A etiqueta 1 asígnase porque o output_corrector coincide co input_corrector, pero o corrector non resolveu o problema presente na entrada. Non foi posible extraer unha avaliación válida do modelo, polo que se aplica unha saída conservadora que require revisión manual."
En conclusión.,En conclusión,1,"A etiqueta 1 asígnase porque o output_corrector non pode considerarse correcto xa que introduce un problema gramatical novo. Non foi posible extraer unha avaliación válida do modelo, polo que se aplica unha saída conservadora que require revisión manual."
Un neno sempre quererá ser aquilo que lle guste e lle proporcione o que ve que teñen os que traballan dese mesmo soño.,Un neno sempre querrá ser aquilo que lle guste e lle proporcione o que ve que teñen os que traballan dese mesmo soño.,1,"A etiqueta 1 asígnase porque o output_corrector non pode considerarse correcto xa que introduce un problema gramatical novo. Non foi posible extraer unha avaliación válida do modelo, polo que se aplica unha saída conservadora que require revisión manual."
"A sociedade necesita un cambio nos valores que hai que ensinar aos nenos, e que nós debemos impartir.","A sociedade precisa un cambio nos valores que hai que ensinar ós nenos, e que nós debemos impoñerlles.",1,"A etiqueta 1 asígnase porque o output_corrector non pode considerarse correcto xa que introduce un problema gramatical novo. Non foi posible extraer unha avaliación válida do modelo, polo que se aplica unha saída conservadora que require revisión manual."
"Por exemplo, no mundo do deporte, tan só se lle da importancia ó sector do fútbol, outros moitos logros como o de Mireia Belmonte no ámbito da natación non teñen o mesmo valor.","Por exemplo, no mundo do deporte, tan só se lle dá importancia ó sector do fútbol, outros moitos logros coma o de Mireia Belmonte no ámbito da natación non teñen o mesmo valor.",1,"A etiqueta 1 asígnase porque o output_corrector non pode considerarse correcto xa que introduce un problema gramatical novo. Non foi posible extraer unha avaliación válida do modelo, polo que se aplica unha saída conservadora que require revisión manual."
"A sociedade sempre estivo influenciada polas modas de cada tempo, agora tocan as modelos e os futbolistas.","A sociedade sempre estivo influenciada polas modas de cada tempo, agora tocan ás modelos e aos futbolistas.",1,"A etiqueta 1 asígnase porque o output_corrector non pode considerarse correcto xa que introduce un problema gramatical novo. Non foi posible extraer unha avaliación válida do modelo, polo que se aplica unha saída conservadora que require revisión manual."
"Paralelamente, as modelos e os futbolistas unicamente dan unha imaxe errónea do que é a vida, mostran vidas de luxo, casas espectaculares e viaxes a lugares que namoran.","Paralelamente, as modelos e os futbolistas unicamente dan unha imaxe errónea do que é a vida; mostran vidas de luxo, casas espectaculares e viaxes a lugares que namoran.",0,"O output_corrector é adecuado porque corrixiu o erro do input_corrector, cambiando a coma por un punto e coma para separar as frases."
"Na actualidade, o tema da roupa é cada vez un conflito maior entre os pais e os seus fillos.","Na actualidade, o tema da roupa é cada vez un conflito maior entre os pais e os seus fillos.",1,"A etiqueta 1 asígnase porque o output_corrector coincide co input_corrector, pero o corrector non resolveu o problema presente na entrada. Non foi posible extraer unha avaliación válida do modelo, polo que se aplica unha saída conservadora que require revisión manual."
Pero non só é o tema da roupa un conflito entre os pais e os seus fillos adolescentes.,Pero non só é o tema da roupa un conflito entre os pais e os seus fillos adolescentes.,1,"A etiqueta 1 asígnase porque o output_corrector coincide co input_corrector, pero o corrector non resolveu o problema presente na entrada. Non foi posible extraer unha avaliación válida do modelo, polo que se aplica unha saída conservadora que require revisión manual."
Nos pobos e cidades hai equipos de fútbol para nenos xa dende os 3 anos.,Nos pobos e cidades hai equipos de fútbol para nenos xa desde os tres anos.,0,O output_corrector é adecuado porque corrixiu o erro de pluralidade entre “pobos” e “cidades” e o erro de concordancia entre “equipo” e “nenos”.
Ditos comportamentos comezan cada vez a máis temprana idade.,Ditos comportamentos comezan cada vez a unha máis temprana idade.,0,"O output_corrector é adecuado porque corrixiu o erro do input_corrector, cambiando a forma incorrecta de “a máis temprana idade” por “a unha máis temprana idade”."
"A adolescencia é unha etapa da vida que dura máis ou menos dende os 14 ata os 18 anos, aunque na maioría tarde hasta os vinte e pico.","A adolescencia é unha etapa da vida que dura máis ou menos desde os 14 até os 18 anos, aínda que na maior parte tarda até os vinte e poucos.",0,"O output_corrector é adecuado porque corrixiu o erro do input_corrector, que incluía unha expresión incorrecta en español e un erro de tradución."
Con todo isto a cultura queda sobrevalorada ata o xeito de desprezo.,Con todo este a cultura queda sobrevalorizada ata o xeito de desprezo.,1,"A etiqueta 1 asígnase porque o output_corrector non pode considerarse correcto xa que introduce un problema gramatical novo. Non foi posible extraer unha avaliación válida do modelo, polo que se aplica unha saída conservadora que require revisión manual."
Por iso moitos nenos as veces fan signo de rebeldía para chamar a atención dos pais.,Por iso moitos nenos ás veces fan o sinal da rebelión para chamar a atención dos seus pais.,0,"O output_corrector é adecuado porque corrixiu o erro do input_corrector, cambiando “signo de rebeldía” por “sinal da rebelión” e “as veces” por “ás veces”."
Persoalmente teño opinións atopadas e poa contra estou en desacordo con ela.,Persoalmente teño opinións encontradas e podo estar en desacordo con ela.,0,"O output_corrector é adecuado porque corrixiu o erro do input_corrector entre “atopadas” e “poa”, cambiando a forma correcta de expresar a idea."
"Por moitas gañas que teñas de ser futbolista, antes están os teus estudos e a túa formación cultural e intelectual, xa que non todos nacen con ese mati ou con esa habilidade.","Por moitas ganas que teñas de ser futbolista, antes están os teus estudos e a túa formación cultural e intelectual, xa que non todos nacen con ese matiz ou coa mesma habilidade.",1,"A etiqueta 1 asígnase porque o output_corrector non pode considerarse correcto xa que introduce un problema gramatical novo. Non foi posible extraer unha avaliación válida do modelo, polo que se aplica unha saída conservadora que require revisión manual."
Isto crea que moitos rapaces abandonen os estudos coa ilusión de ser coma eses ídolos que pouco máis saben que ler ou escribir.,Isto crea que moitos rapaces abandonan os estudos coa ilusión de ser coma eses ídolos que pouco máis saben que ler ou escribir.,1,"A etiqueta 1 asígnase porque o output_corrector non pode considerarse correcto xa que introduce un problema gramatical novo. Non foi posible extraer unha avaliación válida do modelo, polo que se aplica unha saída conservadora que require revisión manual."
Non marco especial interese polo exemplo do galego pero si entendo a súa idea principal.,Non marquei ningún especial interese polo exemplo do galego pero si entendo a súa idea principal.,0,"O output_corrector é adecuado porque corrixiu o erro do input_corrector entre “marco” e “marquei”, cambiando a forma verbal para concordar co suxeito.”"
Rexeita que os medios de comunicación e información non se centren en informar sobre a cultura galega e os feitos que acontecen actualmente o redor desta.,Rexeita que os medios de comunicación e información non se centren en informar sobre a cultura galega e os feitos que acontecen actualmente arredor dela.,1,"A etiqueta 1 asígnase porque o output_corrector non pode considerarse correcto xa que introduce un problema gramatical novo. Non foi posible extraer unha avaliación válida do modelo, polo que se aplica unha saída conservadora que require revisión manual."
Todo isto non é así xa que para ser unha supermodelo non só fai falta ter unha cara e un corpo bonito xa que se necesita ter un enorme esforzo físico e unha sacrificación constante para manter a imaxe que unha certa compañía ou axencia de modelos esixe.,Todo isto non é así xa que para ser unha supermodelo non só fai falta ter unha cara e un corpo bonito senón tamén unha enorme sacrificio constante para manter a imaxe que unha certa compañía ou axenda de modelos esixen.,1,"A etiqueta 1 asígnase porque o output_corrector non pode considerarse correcto xa que introduce un problema gramatical novo. Non foi posible extraer unha avaliación válida do modelo, polo que se aplica unha saída conservadora que require revisión manual."
