input_corrector,output_corrector,gold_standard,tag
"A todo o mundo lle gusta o deporte e ter un bó físico pero é complicado chegar a xogar ao futbol profesionalmente, ainda que a quén non lle gustaría gañar mais diñeiro so facendo deporte e xogar con outros grandes xogadores de futbol.","A todo o mundo lle gusta o deporte e ter un bo físico pero é complicado chegar a xogar ao fútbol profesionalmente, aínda que á quen non lle gustaría gañar máis cartos só facendo deporte e xogando cos outros grandes xogadores do fútbol.","A todo o mundo lle gusta o deporte e ter un bo físico, pero é complicado chegar a xogar ao fútbol profesionalmente, aínda que, a quen non lle gustaría gañar máis diñeiro só facendo deporte e xogar con outros grandes xogadores de fútbol?",1
"Sí, digo fogares porque aunque únicamente viva alí un adolescente, afecta a toda a familia.","Sí, digo fogares porque aínda que unicamente viva aí un adolescente, afecta a toda a familia.","Si, digo fogares porque, aínda que unicamente viva alí un adolescente, afecta a toda a familia.",1
"Os adolescentes, tanto mozos como mozas, están nunha etapa de transición de rapaces a mulleres e homes, polo que ás veces non se entenden nin sequera a sí mesmos.","Os adolescentes, tanto mozos coma mozas, están nunha etapa de transición de rapazas a mulleres e homes, polo que ás veces non se entenden nin sequera a si mesmos.","Os adolescentes, tanto mozos como mozas, están nunha etapa de transición de rapaces a mulleres e homes, polo que ás veces non se entenden nin sequera a si mesmos.",1
"Tendo en conta o sistema de producción e de saída ao mundo laboral, as persoas teñen que saber aforrar os seus cartos para a súa hipotética jubilación.","Tendo en conta o sistema de produción e de saída ao mundo laboral, as persoas teñen que saber aforrar os seus cartos para a súa hipotética xubilación.","Tendo en conta o sistema de produción e de saída ao mundo laboral, as persoas teñen que saber aforrar os seus cartos para a súa hipotética xubilación.",0
"Por exemplo, no caso dos animais, temos os organismos productores (prantas e algas) que proporcionan oxíxeno e alimento para que os consumidores primarios se beneficien e así sucesivamente.","Por exemplo, nos casos dos animais, temos os organismos produtores (plantas e algas) que proporcionan oxi...","Por exemplo, no caso dos animais, temos os organismos produtores (plantas e algas) que proporcionan oxíxeno e alimento para que os consumidores primarios se beneficien e así sucesivamente.",1
"Estamos bombardeados continuamente de publicidad que si por unha parte informan dos novos servizos, empresas e productos por outra crean necesidades, en moitos casos absurdas.","Estamos bombardeados continuamente de publicidade que, por unha banda, nos informa sobre novos servizos, empresas e produtos; pero, pola outra, crea necesidades, moitas veces innecesarias.","Estamos bombardeados continuamente por publicidade que, se por unha parte informa dos novos servizos, empresas e produtos, por outra crea necesidades, en moitos casos absurdas.",1
Esta nova no mercado crea grandes cambios no mundo da producción.,Esta nova no mercado crea grandes cambios no mundo da produción.,Esta nova no mercado crea grandes cambios no mundo da produción.,0
"Tódalas persoas somos consumistas xa que dende que nacemos estamos continuamente comprando artículos xa sexan dedicados á nosa alimentación, ao noso vestiario, ao noso pracer e ocio etc. Pero poucas veces pensamos que para consumir eses productos que nos tanto queremos ten que haber alguén que previamente os producise.","Tódalas persoas somos consumistas xa que dende que nacemos estamos continuamente comprando artigos xa sexan dedicados á nosa alimentación, ao noso vestiario, ao noso pracer e ocio etc. Pero poucas veces pensamos que para consumir eses produtos que nos tantísimo queremos ter que haxa alguén que previamente os produza.","Tódalas persoas somos consumistas, xa que dende que nacemos estamos continuamente comprando artigos, xa sexan dedicados á nosa alimentación, ao noso vestiario, ao noso pracer e ocio etc. Pero poucas veces pensamos que para consumir eses produtos que nós tanto queremos ten que haber alguén que previamente os producise.",1
O consumo na actualidade está moi fixado polo precio dos productos e a competencia entre as diversas marcas que ofertan un servizo ou material do mesmo tipo.,O consumo na actualidade está moi fixado polo prezo dos produtos e a competencia entre as diversas marcas que ofrecen un servizo ou material do mesmo tipo.,O consumo na actualidade está moi fixado polo prezo dos produtos e a competencia entre as diversas marcas que ofertan un servizo ou material do mesmo tipo.,1
"Os prezos tamén están moi relacionados coa produción xa que dependendo das materias primas, da maquinaria, da man de obra etc. utilizada na elaboración do instrumento; ese producto tera un determinado prezo.","Os prezos tamén están moi relacionados coa produción xa que dependendo das materias primas, da maquinaria, da man de obra etc. utilizadas na elaboración do instrumento; ese produto terá un determinado prezo.","Os prezos tamén están moi relacionados coa produción, xa que dependendo das materias primas, da maquinaria, da man de obra etc. utilizadas na elaboración do produto, este producto terá un determinado prezo.",1
"Polo tanto, deberiamos pensalo moito antes de seguir gastando tantos cartos nelas, o consumismo non é beneficioso, moitas veces é mellor mercar un producto máis caro só polo feito de ter a certeza de que a súa fabricación é lícita.","Polo tanto, deberíamos pensalo moito antes de seguir gastando tantos cartos nelas, o consumismo non é beneficioso, moitas veces é mellor mercar un produto máis caro só polo feito de ter a certeza de que a súa fabricación é lícita.","Polo tanto, deberiamos pensalo moito antes de seguir gastando tantos cartos nelas. O consumismo non é beneficioso, moitas veces é mellor mercar un produto máis caro só polo feito de ter a certeza de que a súa fabricación é lícita.",1
A sua vez no noso día a día derrochamos moitísimos cartos en productos inservibles.,A súa vez no noso día a día derramos moitos cartos en produtos inútiles.,"Á súa vez, no noso día a día malgastamos moitísimos cartos en produtos inservibles.",1
"Móstrannos o producto a vender como algo que mellorará enormemente a nosa calidade de vida, e conseguen que nós creamos isto, aínda que en verdade saibamos que nos están a enganar, e nós facemoslles caso e axiña imos a adquirir o que nos ofrecen.","Mórannos o produto a vender coma algo que melloraría moito a nosa calidade de vida, e conseguen que nós créramos iso, malia sabermos que nos estaban a enganar, e nós facémoslle caso e pronto mercaríamos o que nos ofertan.","Móstrannos o produto a vender como algo que mellorará enormemente a nosa calidade de vida, e conseguen que nós creamos isto, aínda que en verdade saibamos que nos están a enganar, e nós facémoslles caso e axiña imos a adquirir o que nos ofrecen.",1
"Pero para pagar por elas, deberase convertir tamén en productor, e en ocasións usará o método de anunciar e enganar a xente, o mesmo que usaron con el, para enriquecerse cada vez máis e consumir en maior cantidade, entrando así no ciclo do consumismo.","Pero para pagar por elas, deberás convertérte tamén en produtor, e en ocasións usarás o método de anunciar e enganar á xente, igual que eles fixeron contigo, para enriquecerte cada vez máis e consumir en maior cantidade, entrando así no ciclo do consumismo.","Pero para pagar por elas, deberase converter tamén en produtor, e en ocasións usará o método de anunciar e enganar a xente, o mesmo que usaron con el, para enriquecerse cada vez máis e consumir en maior cantidade, entrando así no ciclo do consumismo.",1
Na actualidade producense moitos conflictos entre pais e fillos.,Na actualidade prodúcense moitos conflitos entre pais e fillos.,Na actualidade prodúcense moitos conflitos entre pais e fillos.,0
"Na miña opinión, o conflicto que reflicte o texto é moi común entre adolescentes e os seus pais.","Na miña opinión, o conflito que reflicte o texto é moi común entre adolescentes e os seus pais.","Na miña opinión, o conflito que reflicte o texto é moi común entre adolescentes e os seus pais.",0
Por iso é un dos motivos polos que os pais na súa casa teñen conflictos.,Por iso é un dos motivos polo que os pais na súa casa teñen conflitos.,Por iso é un dos motivos polos que os pais na súa casa teñen conflitos.,1
Este tipo de conflictos familiares son habituais.,Este tipo de conflitos familiares son habituais.,Este tipo de conflitos familiares son habituais.,0
"A mala comunicación, a agresividade, a falta de comunicación son algúns dos problemas que poden facer que unha familia teña conflictos.","A mala comunicación, a agresividade, a falta de comunicación son algúns dos problemas que poden facer que unha familia teña conflitos.","A mala comunicación, a agresividade, a falta de comunicación son algúns dos problemas que poden facer que unha familia teña conflitos.",0
"Así, no mundo actual, terriblemente influenciado polos medios de comunicación e as redes sociais, os nosos modelos de conducta na mocidade proporciónansenos ""en serie"": seguindo un canon que, ademais perpetúa na gran maioría dos casos os tóxicos roles de xénero tradicionais.","Así, no mundo actual, terriblemente influenciado polos medios de comunicación e as redes sociais, os nosos modelos de conduta na mocidade proporcionánsenos «en serie»: seguindo un canon que, ademais perpetua na gran maioría dos casos os tóxicos roles de xénero tradicionais.","Así, no mundo actual, terriblemente influenciado polos medios de comunicación e as redes sociais, os nosos modelos de conduta na mocidade proporciónansenos ""en serie"": seguindo un canon que, ademais, perpetúa na gran maioría dos casos os tóxicos roles de xénero tradicionais.",1
"Na miña opinión, o conflicto do texto é normal e ese tipo de discusións deixan de ocorrer co paso do tempo.","Na miña opinión, o conflito do texto é normal e ese tipo de discusións deixan de producirse co paso do tempo.","Na miña opinión, o conflito do texto é normal e ese tipo de discusións deixan de ocorrer co paso do tempo.",1
"Nun mundo e nunha sociedade onde a información están ao alcance da maioría das persoas, vivimos practicamente desinformados.","Nun mundo e nunha sociedade onde a información está ao alcance da maioría das persoas, vivimos practicamente desinformados.","Nun mundo e nunha sociedade onde a información está ao alcance da maioría das persoas, vivimos practicamente desinformados.",0
"Hai casos extremos nos que se chega a violencia física, e son neste tipo de casos nos que hai que actuar con rapidez e non deixalo pasar.","Hai casos extremos nos que se chega á violencia física, e son nestes tipos de casos nos que hai que actuar con rapidez e non deixalos pasar.","Hai casos extremos nos que se chega á violencia física, e son neste tipo de casos nos que hai que actuar con rapidez e non deixalos pasar.",1
Non hai que fixase neses traballos que en moitos casos non se pode realizar por algunha causa ou condición física.,Non hai que fixar eses traballos...,Non hai que fixase neses traballos que en moitos casos non se poden realizar por algunha causa ou condición física.,1
"A educación que se lle da aos adolescentes ás veces non e a adecuada pero non é ese o único factor que afecta ao comportamento dun adolescente, as compañías coas que anda e a súa personalidade tamén.","A educación que se lles dá aos adolescentes ás veces non é a adecuada pero non é ese o único factor que afecta ao comportamento dun adolescente, as compañías coas que andan e a súa personalidade tamén.","A educación que se lles dá aos adolescentes ás veces non é a adecuada, pero non é ese o único factor que afecta ao comportamento dun adolescente; as compañías coas que anda e a súa personalidade tamén.",1
Os conflitos entre pais e fillos adolescentes é algo moi frecuente na sociedade actual.,Os conflitos entre pais e fillos adolescentes son algo moi frecuente na sociedade actual.,Os conflitos entre pais e fillos adolescentes son algo moi frecuente na sociedade actual.,0
"Hoxe en día, penso que os problemas entre pais e fillos é moito maior que anos atrás, xa que a día de hoxe, maduran antes os adolescentes, teñen afán de liberdade, de ser independentes e de que os pais os deixen en paz.","Hoxe en día, penso que os problemas entre pais e fillos son moito maiores ca hai uns anos, xa que a día de hoxe, maduran antes os adolescentes, teñen máis afán de liberdade, independencia e de que os seus pais lles deixen en paz.","Hoxe en día, penso que os problemas entre pais e fillos son moito maiores que anos atrás, xa que, a día de hoxe, maduran antes os adolescentes, teñen afán de liberdade, de ser independentes e de que os pais os deixen en paz.",1
"Fixamos a nosa atención, e construímos a nosa vida en base a superficialidades.","Fixemos a nosa atención, e construímos a nosa vida en base ás superficiais","Fixamos a nosa atención, e construímos a nosa vida en base a superficialidades.",1
"É dicir, son problemas que derivan da educación que reciba a persoa, pero tamén, son habituais en case tódalas casas.","É dicir, son problemas que derivan da educación que reciban as persoas, pero tamén, son frecuentes en case tódolos fogares.","É dicir, son problemas que derivan da educación que reciba a persoa, pero tamén, son habituais en case tódalas casas.",1
"Está claro que hoxe por hoxe queda moito mellor dicir que queres ser xogador dun equipo de primeira que por exemplo médico, cirurxian, ou escritor.","Está claro que hoxe por hoxe queda moito mellor dicir que queres ser xogador dun equipo de primeira que por exemplo médico, ciruxano ou escritor.","está claro que hoxe por hoxe queda moito mellor dicir que queres ser xogador dun equipo de primeira que, por exemplo, médico, cirurxián, ou escritor.",1
.,Corrixe a seguinte frase:,""".",1
.,Corrixe a seguinte frase:,"""..",1
"Neste caso que se mostra no texto, pola miña parte, entendo que Mariano, o pai, se enfadara cando a súa filla o chamou estando el traballando, pero por outro lado, tamén me poño no corpo da rapaza, e non creo que escoitar esas palabras de seu pai, fose moi agradable.","Neste caso que se mostra no texto, pola miña parte, entendo que Mariano, o pai, se enfadara cando a súa filla o chamou estando el traballando, mais por outro lado, tamén me poño no corpo da rapaza, e non creo que escoitar esas palabras de seu pai, sería moi agradable.","Neste caso que se mostra no texto, pola miña parte, entendo que Mariano, o pai, se enfadara cando a súa filla o chamou estando el traballando, pero, por outro lado, tamén me poño no corpo da rapaza, e non creo que escoitar esas palabras de seu pai, fose moi agradable.",1
"Na miña opinión, os pais deixan que os fillos fagan o que queiran desde moi pequenos, acostumanos moi mal dándolles todo o que lles piden e non saben dicir ""NON"".","Na miña opinión, os pais deixan que os fillos fagan o que queren dende moi pequenos, acostúmanos moi ben dándoos todo o que lles piden e non saben dicir ""non"".","Na miña opinión, os pais deixan que os fillos fagan o que queiran desde moi pequenos; acostúmanos moi mal dándolles todo o que lles piden e non saben dicir ""NON"".",1
"Pero por outra banda, creo que nosos pais deberían entendernos, eles moi posiblemente pasaron por algo similar, aínda que fosen outros tempos.","Pero por outra banda, creo que nosos pais deberían entendernos, eles moi seguramente pasaron por algo semellante, aínda que fosen outros tempos.","Pero, por outra banda, creo que nosos pais deberían entendernos: eles moi posiblemente pasaron por algo similar, aínda que fosen outros tempos.",1
"No 60 % destas discusions a culpa é dos fillos, ben por pedir algo fora do seu alcance ou ben pola súa tozudez.","No 60% destas discusións a culpa é dos fillos, ben por pedir algo fóra do seu alcance ou ben pola súa tozudez.","No 60 % destas discusións a culpa é dos fillos, ben por pedir algo fóra do seu alcance ou ben pola súa teimosía,",1
"Centrémonos primeiro, a adolescencia é unha idade moi complicada, porque os nenos que eran empezan a crecer e a ter as súas propias ideas.","Centrémonos primeiro, a adolescencia é unha idade moi complicada, porque os nenos comezan a medrar e a ter as súas propias ideas.","Centrémonos primeiro: a adolescencia é unha idade moi complicada, porque os nenos que eran empezan a crecer e a ter as súas propias ideas.",1
"Aínda que nos tempos antigos non houbera nada diso, pola maneira de educar que tiñan.","Aínda que nos tempos antigos non había nada diso, pola maneira de educar que tiñan.","Aínda que nos tempos antigos non houbera nada diso, pola maneira de educar que tiñan,",1
"Na miña opinión todo vai no xeito de como ver a vida, o que pretendemos todos é ser felices e disfrutar da vida.","Na miña opinión todo vai no camiño de como vemos a vida, o que pretendemos todos é ser felices e gozar da vida.","Na miña opinión, todo vai no xeito de como ver a vida; o que pretendemos todos é ser felices e gozar da vida.",1
"Todos eses rapaces, chegado o momento tamén se darán conta, ademais cada ano temos mais persoas con estudos superiores, polo que non creo que teñamos tal ermo cultural.","Todos eses rapaces, chegado o momento tamén se darán conta, ademais cada ano temos máis persoas con estudos superiores, polo que non creo que teñamos tal ermo cultural.","Todos eses rapaces, chegado o momento, tamén se darán conta. Ademais, cada ano temos máis persoas con estudos superiores, polo que non creo que teñamos tal ermo cultural.",1
"Eu entendo que os fillos queren sempre ter as mellores cousas, pero na miña opinión teñen razón os pais, estamos demasiado mimados e aínda encima se estamos nun país con crise, non podemos ter de todo.","Eu entendo que os fillos queren sempre ter as mellores cousas, mais na miña opinión están equivocados os pais, porque estamos demasiado mimados e ademais se vivimos nun país cunha grave crise económica, non debemos ter de todo.","Eu entendo que os fillos queren sempre ter as mellores cousas, pero, na miña opinión, teñen razón os pais: estamos demasiado consentidos e aínda encima, se estamos nun país con crise, non podemos ter de todo.",1
"Quen non coñece a Pitagoras, Platon, Aristoteles.","Quen non coñeza a Pitágoras, Platón ou Aristóteles","Quen non coñece a Pitágoras, Platón, Aristóteles?",1
Agora o que eu penso é o seguinte.,Agora o que eu penso é o seguinte.,Agora o que eu penso é o seguinte:,1
En conclusión.,En conclusión,"En conclusión,",1
Un neno sempre quererá ser aquilo que lle guste e lle proporcione o que ve que teñen os que traballan dese mesmo soño.,Un neno sempre querrá ser aquilo que lle guste e lle proporcione o que ve que teñen os que traballan dese mesmo soño.,"Un neno sempre quererá ser aquilo que lle guste e lle proporcione o que ve que teñen os que traballan dese mesmo soño,",1
"A sociedade necesita un cambio nos valores que hai que ensinar aos nenos, e que nós debemos impartir.","A sociedade precisa un cambio nos valores que hai que ensinar ós nenos, e que nós debemos impoñerlles.","A sociedade necesita un cambio nos valores que hai que ensinar aos nenos, e que nós debemos impartir,",1
"Por exemplo, no mundo do deporte, tan só se lle da importancia ó sector do fútbol, outros moitos logros como o de Mireia Belmonte no ámbito da natación non teñen o mesmo valor.","Por exemplo, no mundo do deporte, tan só se lle dá importancia ó sector do fútbol, outros moitos logros coma o de Mireia Belmonte no ámbito da natación non teñen o mesmo valor.","Por exemplo, no mundo do deporte, tan só se lle dá importancia ó sector do fútbol; outros moitos logros como o de Mireia Belmonte no ámbito da natación non teñen o mesmo valor.",1
"A sociedade sempre estivo influenciada polas modas de cada tempo, agora tocan as modelos e os futbolistas.","A sociedade sempre estivo influenciada polas modas de cada tempo, agora tocan ás modelos e aos futbolistas.",A sociedade sempre estivo influenciada polas modas de cada tempo; agora tocan as modelos e os futbolistas.,1
"Paralelamente, as modelos e os futbolistas unicamente dan unha imaxe errónea do que é a vida, mostran vidas de luxo, casas espectaculares e viaxes a lugares que namoran.","Paralelamente, as modelos e os futbolistas unicamente dan unha imaxe errónea do que é a vida; mostran vidas de luxo, casas espectaculares e viaxes a lugares que namoran.","Paralelamente, as modelos e os futbolistas unicamente dan unha imaxe errónea do que é a vida: mostran vidas de luxo, casas espectaculares e viaxes a lugares que namoran.",1
"Na actualidade, o tema da roupa é cada vez un conflito maior entre os pais e os seus fillos.","Na actualidade, o tema da roupa é cada vez un conflito maior entre os pais e os seus fillos.","Na actualidade, o tema da roupa supón cada vez un conflito maior entre os pais e os seus fillos.",1
Pero non só é o tema da roupa un conflito entre os pais e os seus fillos adolescentes.,Pero non só é o tema da roupa un conflito entre os pais e os seus fillos adolescentes.,Pero non só supón o tema da roupa un conflito entre os pais e os seus fillos adolescentes.,1
Nos pobos e cidades hai equipos de fútbol para nenos xa dende os 3 anos.,Nos pobos e cidades hai equipos de fútbol para nenos xa desde os tres anos.,Nos vilas e cidades hai equipos de fútbol para nenos xa dende os 3 anos.,1
Ditos comportamentos comezan cada vez a máis temprana idade.,Ditos comportamentos comezan cada vez a unha máis temprana idade.,Tales comportamentos comezan cada vez a máis temperá idade.,1
"A adolescencia é unha etapa da vida que dura máis ou menos dende os 14 ata os 18 anos, aunque na maioría tarde hasta os vinte e pico.","A adolescencia é unha etapa da vida que dura máis ou menos desde os 14 até os 18 anos, aínda que na maior parte tarda até os vinte e poucos.","A adolescencia é unha etapa da vida que dura máis ou menos dende os 14 ata os 18 anos, aínda que na maioría dure ata os vinte e pico.",1
Con todo isto a cultura queda sobrevalorada ata o xeito de desprezo.,Con todo este a cultura queda sobrevalorizada ata o xeito de desprezo.,Con todo isto a cultura queda infravalorada ata o punto do desprezala.,1
Por iso moitos nenos as veces fan signo de rebeldía para chamar a atención dos pais.,Por iso moitos nenos ás veces fan o sinal da rebelión para chamar a atención dos seus pais.,Por iso moitos nenos ás veces mostran signos de rebeldía para chamar a atención dos pais.,1
Persoalmente teño opinións atopadas e poa contra estou en desacordo con ela.,Persoalmente teño opinións encontradas e podo estar en desacordo con ela.,"Persoalmente, teño opinións encontradas e en calquera caso estou en desacordo con ela.",1
"Por moitas gañas que teñas de ser futbolista, antes están os teus estudos e a túa formación cultural e intelectual, xa que non todos nacen con ese mati ou con esa habilidade.","Por moitas ganas que teñas de ser futbolista, antes están os teus estudos e a túa formación cultural e intelectual, xa que non todos nacen con ese matiz ou coa mesma habilidade.","Por moitas ganas que teñas de ser futbolista, antes están os teus estudos e a túa formación cultural e intelectual, xa que non todos nacen con ese don ou con esa habilidade.",1
Isto crea que moitos rapaces abandonen os estudos coa ilusión de ser coma eses ídolos que pouco máis saben que ler ou escribir.,Isto crea que moitos rapaces abandonan os estudos coa ilusión de ser coma eses ídolos que pouco máis saben que ler ou escribir.,Isto fai que moitos rapaces abandonen os estudos coa ilusión de ser coma eses ídolos que pouco máis saben que ler ou escribir.,1
Non marco especial interese polo exemplo do galego pero si entendo a súa idea principal.,Non marquei ningún especial interese polo exemplo do galego pero si entendo a súa idea principal.,"Non teño especial interese polo exemplo do galego, pero si entendo a súa idea principal.",1
Rexeita que os medios de comunicación e información non se centren en informar sobre a cultura galega e os feitos que acontecen actualmente o redor desta.,Rexeita que os medios de comunicación e información non se centren en informar sobre a cultura galega e os feitos que acontecen actualmente arredor dela.,Critica que os medios de comunicación e información non se centren en informar sobre a cultura galega e os feitos que acontecen actualmente ó redor desta.,1
Todo isto non é así xa que para ser unha supermodelo non só fai falta ter unha cara e un corpo bonito xa que se necesita ter un enorme esforzo físico e unha sacrificación constante para manter a imaxe que unha certa compañía ou axencia de modelos esixe.,Todo isto non é así xa que para ser unha supermodelo non só fai falta ter unha cara e un corpo bonito senón tamén unha enorme sacrificio constante para manter a imaxe que unha certa compañía ou axenda de modelos esixen.,"Todo isto non é así, xa que para ser unha supermodelo non só fai falta ter unha cara e un corpo bonito, xa que se necesita facer un enorme esforzo físico e un sacrificio constante para manter a imaxe que unha certa compañía ou axencia de modelos esixe.",1
"A xente esfórzase e sacrifícase para cumprir o seu sono, e máis nos tempos que corren.","A xente esforza e sacrifica para cumprir o seu soño, e máis nos tempos que corren.","A xente esfórzase e sacrifícase para cumprir o seu soño, e máis nos tempos que corren.",1
Onde se aprecia unha conversación entre un pai e unha filla.,Onde se aprecia unha conversa entre un pai e unha filla.,onde se pode ler unha conversación entre un pai e unha filla.,1
Xa que hoxe en día son moi presentes na rutina dos adultos que teñen fillos.,Xa que hoxe en día son moi presentes na rutina dos adultos que teñen fillos.,xa que hoxe en día están moi presentes na rutina dos adultos que teñen fillos.,1
O apoio das familias é crucial para desenrolar esta etapa.,O apoio das familias é crucial para desenvolver esta etapa.,O apoio das familias é crucial para desenvolver esta etapa.,0
Cos motivos dados teño que dicir que estou de acordo coa autora e que temos que reflexionar sobre o tema para así poder tomar mellores decisións e cambiar a nosa forma de ver as cousas (se nos fai falta).,Cos motivos dados teño que dicir que estou de acordo coa autora e que temos que reflexionar sobre o tema para así poder tomar mellores decisións e cambiar a nosa forma de ver as cousas (se nos fai falta).,"Polos motivos dados, teño que dicir que estou de acordo coa autora e que temos que reflexionar sobre o tema para así poder tomar mellores decisións e cambiar a nosa forma de ver as cousas (se nos fai falta).",1
Podemos apreciar isto en lugares tan comúns e visualizados como poden ser as noticias diarias emitidas en calquera canle de televisión.,Podemos apreciar isto en lugares tan comúns e visualizados como poden ser as noticias diarias emitidas en calquera canle de televisión.,Podemos apreciar isto en programas tan comúns e visualizados como poden ser as noticias diarias emitidas en calquera canle de televisión.,1
Isto dase deste xeito por unha razón moi simple.,Isto dáse deste xeito por unha razón moi simples.,Isto dáse deste xeito por unha razón moi simple.,1
"En conclusión, na actualidade existen diferentes tipos de xóvenes e polo tanto diferentes tipos de evocacións.","En conclusión, na actualidade existen diferentes tipos de mozos e polo tanto diferentes tipos de evocacións.","En conclusión, na actualidade existen diferentes tipos de mozos e polo tanto diferentes tipos de vocacións.",1
Onde quedou o sono de ser estudado polas xeracións venideras?,Onde quedará o sono de ser estudado polas xeracións venideras?,Onde quedou o soño de ser estudado polas xeracións vindeiras?,1
O correcto sería xuzgar a sociedade por como son as persoas que a comprenden e non por como son aquelas que se dedican a ver a televisión e xogar con peluches.,O correcto sería xulgar a sociedade por como son as persoas que a comprenden e non por como son aquelas que se dedican a ver a televisión e xogar cos peluches.,O correcto sería xulgar a sociedade por como son as persoas que a integran e non por como son aquelas que se dedican a ver a televisión e xogar con peluches.,1
A solución está por comezar a cambiar a sociedade e tratar de arranxar os erros que nos levaron ata aquí.,A solución está por comezar a cambiar a sociedade e tratar de arranxar os erros que nos levaron ata aquí.,A solución está en comezar a cambiar a sociedade e tratar de arranxar os erros que nos levaron ata aquí.,1
Pero a sociedade non pode depender só de xogar ao futbol ou ser modelo.,Pero a sociedade non pode depender só do fútbol ou da moda.,Pero a sociedade non pode depender só de xogar ao fútbol ou ser modelo.,1
"Hoxe en día nada é gratis, todo ten un precio.","Hoxe en día nada é gratis, todo ten o seu prezo.","Hoxe en día nada é gratis, todo ten un prezo.",1
"Por outra banda, podemos poñer como exemplo tamén a parexa de Cristiano Ronaldo, unha muller que ata o momento en que se coñeceu que tiña unha relación co futbolista non se sabía nada dela.","Por outra banda, podemos poñer como exemplo tamén á parella de Cristiano Ronaldo, unha muller que ata o momento no que se coñeceu que tiña unha relación co futbolista non se sabía nada dela.","Por outra banda, podemos poñer como exemplo tamén a parella de Cristiano Ronaldo, unha muller que, ata o momento en que se coñeceu que tiña unha relación co futbolista, non se sabía nada dela.",1
"Sin embargo, ahora todas as nenas queren ser coma ela.","Sin embargo, agora todas as nenas queren ser como ela.","Porén, agora todas as nenas queren ser coma ela.",1
"Pero tamén é cierto que sempre procuramos ""copiar"" a alguén e normalmente non é bo.",Pero tamén é certo que sempre procuramos 'copiar' a alguén e normalmente non é bo.,"Pero tamén é certo que sempre procuramos ""copiar"" a alguén e normalmente non é bo.",1
"En conclusión, a utilización da palabra é necesaria para enfrentarnos a algunhas situacións delicadas.","En conclusión, a utilización da palabra é necesaria para enfrontarnos a algunhas situacións delicadas.","En conclusión, a utilización da palabra é necesaria para enfrontarnos a algunhas situacións delicadas.",0
"No meu caso non tería ese tipo de discusión, porque si se pode eu iría ao máis barato para non gastar moito.","No meu caso non tería ese tipo de discusión, porque si se pode eu ía ao máis barato para non gastar moito.","No meu caso non tería ese tipo de discusión, porque se se pode eu iría ao máis barato para non gastar moito.",1
"Véndesenos cada día mediante publicidade, ""marketing"" e imaxes unha determinada realidade e esta éntranos polos ollos sen caer na conta da súa falsedade.",Véndese nos supermercados diariamente produtos que son anunciados como saudables pero non o son realmente.,"Véndesenos cada día mediante publicidade, ""marketing"", e imaxes unha determinada realidade e esta éntranos polos ollos sen caer na conta da súa falsidade.",1
"Rematamos por creer que o importante é ter unha cara sen manchas, o último móbil ou o mellor coche do mercado.","Rematamos por crer que o importante é ter unha cara sen manchas, o último móbil ou o mellor coche do mercado.","Rematamos por crer que o importante é ter unha cara sen manchas, o último móbil ou o mellor coche do mercado.",0
"Cando hai un atentado ou un desastre natural subimos á rede imaxes o frases como ""pray for París"".",Cando hai un atentado ou un desastre natural subimos á rede imaxes ou frases como «Pray for Paris».,"Cando hai un atentado ou un desastre natural subimos á rede imaxes ou frases como ""pray for París"".",1
Prodúcense e gáñanse máis cartos emitindo o contenido mencionado primeiramente.,Prodúcense e gáñanse máis cartos emitindo o contido mencionado primeiro.,Prodúcense e gáñanse máis cartos emitindo o contido mencionado primeiramente.,1
"Un dos problemas, inclusive o máis importante é a falta de comunicación entre pais e fillos, a cal leva a peleas e discusións innecesarias.","Un dos problemas, incluso o máis importante é a falta de comunicación entre pais e fillos, que leva a pelexas e discusións innecesarias.","Un dos problemas, inclusive o máis importante, é a falta de comunicación entre pais e fillos, a cal leva a pelexas e discusións innecesarias.",1
A autora fala sobre a sociedade xoven e como marcan as súas pautas a nivel social e académico.,A autora fala sobre a sociedade xuvenil e como marcan as súas pautas a nivel social e académico.,A autora fala sobre a sociedade moza e como marcan as súas pautas a nivel social e académico.,1
É iso algo perxudicial para a sociedade?,É isto algo prexudicial para a sociedade?,É iso algo prexudicial para a sociedade?,1
Triunfar no deporte que che gusta practicar pode ser o soño de calquer persoa.,Triunfar no deporte que che gusta practicar pode ser o soño de calquera persoa.,Triunfar no deporte que che gusta practicar pode ser o soño de calquera persoa.,0
"Esperemos que o panorama cambie o se non, que Deus nos pille confesados.","Esperemos que o panorama cambie ou se non, que Deus nos pille confesados.","Esperemos que o panorama cambie ou, se non, que Deus nos pille confesados.",1
Ela non sae cada mediodía no telediario nin é practicamente nunca portada do xornal.,Ela non sae cada mediodía no telexornal nin é case nunca portada dos xornais.,Ela non sae cada mediodía no telexornal nin é practicamente nunca portada do xornal.,1
"Aparte de que a muller no mundo do deporte carece de recoñecemento, o fútbol está por enriba de calquera outro deporte.","A parte de que a muller no mundo do deporte carece de recoñecemento, o fútbol está por riba de calquera outro deporte.","Á parte de que a muller no mundo do deporte carece de recoñecemento, o fútbol está por enriba de calquera outro deporte.",1
