input_corrector,output_corrector,tag,explanation
O consumo na actualidade está moi fixado polo precio dos productos e a competencia entre as diversas marcas que ofertan un servizo ou material do mesmo tipo.,O consumo na actualidade está moi fixado polo prezo dos produtos e a competencia entre as diversas marcas que ofrecen un servizo ou material do mesmo tipo.,1,"O output_corrector non é adecuado porque o corrector introduciu o erro de “prezo” en lugar de “precio”, que é o termo correcto en galego."
"Os prezos tamén están moi relacionados coa produción xa que dependendo das materias primas, da maquinaria, da man de obra etc. utilizada na elaboración do instrumento; ese producto tera un determinado prezo.","Os prezos tamén están moi relacionados coa produción xa que dependendo das materias primas, da maquinaria, da man de obra etc. utilizadas na elaboración do instrumento; ese produto terá un determinado prezo.",0,"O output_corrector é adecuado xa que non se modificou o input_corrector, o cal non contiña ningún erro que corrixir."
"Polo tanto, deberiamos pensalo moito antes de seguir gastando tantos cartos nelas, o consumismo non é beneficioso, moitas veces é mellor mercar un producto máis caro só polo feito de ter a certeza de que a súa fabricación é lícita.","Polo tanto, deberíamos pensalo moito antes de seguir gastando tantos cartos nelas, o consumismo non é beneficioso, moitas veces é mellor mercar un produto máis caro só polo feito de ter a certeza de que a súa fabricación é lícita.",0,"O output_corrector é adecuado xa que non se modificou o input_corrector, o cal non contiña ningún erro que corrixir."
A sua vez no noso día a día derrochamos moitísimos cartos en productos inservibles.,A súa vez no noso día a día derramos moitos cartos en produtos inútiles.,0,O output_corrector é adecuado porque solucionou o erro do input_corrector entre “derrochamos” e “derramos”.
"Móstrannos o producto a vender como algo que mellorará enormemente a nosa calidade de vida, e conseguen que nós creamos isto, aínda que en verdade saibamos que nos están a enganar, e nós facemoslles caso e axiña imos a adquirir o que nos ofrecen.","Mórannos o produto a vender coma algo que melloraría moito a nosa calidade de vida, e conseguen que nós créramos iso, malia sabermos que nos estaban a enganar, e nós facémoslle caso e pronto mercaríamos o que nos ofertan.",1,"O output_corrector non é adecuado porque introduciu varios erros, como a falta de concordancia entre o suxeito e o verbo, e a incorrecta utilización de ""mali"" en lugar de ""aínda que"". Non se corrixeron os erros do input_corrector."
"Pero para pagar por elas, deberase convertir tamén en productor, e en ocasións usará o método de anunciar e enganar a xente, o mesmo que usaron con el, para enriquecerse cada vez máis e consumir en maior cantidade, entrando así no ciclo do consumismo.","Pero para pagar por elas, deberás convertérte tamén en produtor, e en ocasións usarás o método de anunciar e enganar á xente, igual que eles fixeron contigo, para enriquecerte cada vez máis e consumir en maior cantidade, entrando así no ciclo do consumismo.",1,"O output_corrector non é adecuado porque o corrector introduciu un erro entre “deberás” e “convertérte”, e tamén entre “usará” e “usarás”, que non existían no input_corrector."
Na actualidade producense moitos conflictos entre pais e fillos.,Na actualidade prodúcense moitos conflitos entre pais e fillos.,0,O output_corrector é adecuado porque solucionou o erro do input_corrector entre “producense” e “prodúcense”.
"Na miña opinión, o conflicto que reflicte o texto é moi común entre adolescentes e os seus pais.","Na miña opinión, o conflito que reflicte o texto é moi común entre adolescentes e os seus pais.",0,"O output_corrector é adecuado porque non se modificou o input_corrector, o cal non contiña ningún erro que corrixir."
Por iso é un dos motivos polos que os pais na súa casa teñen conflictos.,Por iso é un dos motivos polo que os pais na súa casa teñen conflitos.,0,O output_corrector é adecuado porque solucionou o erro do input_corrector entre “polos” e “que”.
Este tipo de conflictos familiares son habituais.,Este tipo de conflitos familiares son habituais.,0,"O output_corrector é adecuado porque non se modificou o input_corrector, o cal non contiña ningún erro que corrixir."
"A mala comunicación, a agresividade, a falta de comunicación son algúns dos problemas que poden facer que unha familia teña conflictos.","A mala comunicación, a agresividade, a falta de comunicación son algúns dos problemas que poden facer que unha familia teña conflitos.",0,O output_corrector é adecuado porque solucionou o erro do input_corrector entre “conflictos” e “conflitos”.
"Así, no mundo actual, terriblemente influenciado polos medios de comunicación e as redes sociais, os nosos modelos de conducta na mocidade proporciónansenos ""en serie"": seguindo un canon que, ademais perpetúa na gran maioría dos casos os tóxicos roles de xénero tradicionais.","Así, no mundo actual, terriblemente influenciado polos medios de comunicación e as redes sociais, os nosos modelos de conduta na mocidade proporcionánsenos «en serie»: seguindo un canon que, ademais perpetua na gran maioría dos casos os tóxicos roles de xénero tradicionais.",0,"O output_corrector é adecuado porque solucionou o erro do input_corrector entre “conducta” e “proporciónansenos”, corrixindo a forma verbal e a concordancia."
"Na miña opinión, o conflicto do texto é normal e ese tipo de discusións deixan de ocorrer co paso do tempo.","Na miña opinión, o conflito do texto é normal e ese tipo de discusións deixan de producirse co paso do tempo.",0,"O output_corrector é adecuado porque solucionou o erro do input_corrector entre “conflicto” e “conflito”, e tamén corrixu o erro de “ocorrer” a “produzirse”."
"Nun mundo e nunha sociedade onde a información están ao alcance da maioría das persoas, vivimos practicamente desinformados.","Nun mundo e nunha sociedade onde a información está ao alcance da maioría das persoas, vivimos practicamente desinformados.",0,O output_corrector é adecuado porque solucionou o erro do input_corrector entre “están” e “información”.
"Hai casos extremos nos que se chega a violencia física, e son neste tipo de casos nos que hai que actuar con rapidez e non deixalo pasar.","Hai casos extremos nos que se chega á violencia física, e son nestes tipos de casos nos que hai que actuar con rapidez e non deixalos pasar.",0,O output_corrector é adecuado porque solucionou o erro do input_corrector entre “a” e “violencia” e entre “neste” e “tipo”.
Non hai que fixase neses traballos que en moitos casos non se pode realizar por algunha causa ou condición física.,Non hai que fixar eses traballos...,1,"O output_corrector non é adecuado porque introduciu un erro entre “fixase” e “eses”, que non existía no input_corrector."
"A educación que se lle da aos adolescentes ás veces non e a adecuada pero non é ese o único factor que afecta ao comportamento dun adolescente, as compañías coas que anda e a súa personalidade tamén.","A educación que se lles dá aos adolescentes ás veces non é a adecuada pero non é ese o único factor que afecta ao comportamento dun adolescente, as compañías coas que andan e a súa personalidade tamén.",0,"O output_corrector é adecuado porque solucionou o erro do input_corrector entre “lle” e “dá”, e tamén entre “anda” e “andar”."
Os conflitos entre pais e fillos adolescentes é algo moi frecuente na sociedade actual.,Os conflitos entre pais e fillos adolescentes son algo moi frecuente na sociedade actual.,0,"O output_corrector é adecuado porque solucionou o erro do input_corrector entre “é” e “son”, corrixindo a concordancia verbal."
"Hoxe en día, penso que os problemas entre pais e fillos é moito maior que anos atrás, xa que a día de hoxe, maduran antes os adolescentes, teñen afán de liberdade, de ser independentes e de que os pais os deixen en paz.","Hoxe en día, penso que os problemas entre pais e fillos son moito maiores ca hai uns anos, xa que a día de hoxe, maduran antes os adolescentes, teñen máis afán de liberdade, independencia e de que os seus pais lles deixen en paz.",0,"O output_corrector é adecuado porque solucionou os erros do input_corrector, como a falta de concordancia entre o suxeito e o verbo, e a corrección de expresións como “é moito maior” a “son moito maiores”."
"Fixamos a nosa atención, e construímos a nosa vida en base a superficialidades.","Fixemos a nosa atención, e construímos a nosa vida en base ás superficiais",1,"O output_corrector non é adecuado porque introduciu un erro entre “en base a” e “superficiais”, que non existía no input_corrector."
"É dicir, son problemas que derivan da educación que reciba a persoa, pero tamén, son habituais en case tódalas casas.","É dicir, son problemas que derivan da educación que reciban as persoas, pero tamén, son frecuentes en case tódolos fogares.",1,"O output_corrector non é adecuado porque introduciu un erro entre “reciban” e “as persoas”, e tamén entre “frecuentes” e “case tódolos fogares”, que non existían no input_corrector."
"Está claro que hoxe por hoxe queda moito mellor dicir que queres ser xogador dun equipo de primeira que por exemplo médico, cirurxian, ou escritor.","Está claro que hoxe por hoxe queda moito mellor dicir que queres ser xogador dun equipo de primeira que por exemplo médico, ciruxano ou escritor.",0,O output_corrector é adecuado porque solucionou o erro do input_corrector entre “cirurxian” e “ciruxano”.
.,Corrixe a seguinte frase:,1,"O output_corrector non é adecuado porque non se modificou o input_corrector, o cal é unha oración incompleta e non contén ningún erro que corrixir."
.,Corrixe a seguinte frase:,1,"O output_corrector non é adecuado porque non se modificou o input_corrector, o cal é unha oración incompleta e non contén ningún erro que corrixir."
"Neste caso que se mostra no texto, pola miña parte, entendo que Mariano, o pai, se enfadara cando a súa filla o chamou estando el traballando, pero por outro lado, tamén me poño no corpo da rapaza, e non creo que escoitar esas palabras de seu pai, fose moi agradable.","Neste caso que se mostra no texto, pola miña parte, entendo que Mariano, o pai, se enfadara cando a súa filla o chamou estando el traballando, mais por outro lado, tamén me poño no corpo da rapaza, e non creo que escoitar esas palabras de seu pai, sería moi agradable.",0,"O output_corrector é adecuado porque solucionou o erro do input_corrector entre “pero” e “mais”, e tamén corrixo a forma verbal de “fose” a “sería”."
"Na miña opinión, os pais deixan que os fillos fagan o que queiran desde moi pequenos, acostumanos moi mal dándolles todo o que lles piden e non saben dicir ""NON"".","Na miña opinión, os pais deixan que os fillos fagan o que queren dende moi pequenos, acostúmanos moi ben dándoos todo o que lles piden e non saben dicir ""non"".",1,"O output_corrector non é adecuado porque introduciu un erro entre ""queiran"" e ""dende"" e tamén entre ""acostumanos"" e ""dándoos"", que non existían no input_corrector."
"Pero por outra banda, creo que nosos pais deberían entendernos, eles moi posiblemente pasaron por algo similar, aínda que fosen outros tempos.","Pero por outra banda, creo que nosos pais deberían entendernos, eles moi seguramente pasaron por algo semellante, aínda que fosen outros tempos.",0,"O output_corrector é adecuado porque solucionou o erro do input_corrector entre “posiblemente” e “seguramente”, mellorando a expresión."
"No 60 % destas discusions a culpa é dos fillos, ben por pedir algo fora do seu alcance ou ben pola súa tozudez.","No 60% destas discusións a culpa é dos fillos, ben por pedir algo fóra do seu alcance ou ben pola súa tozudez.",0,O output_corrector é adecuado porque solucionou o erro do input_corrector entre “discusións” e “fóra”.
"Centrémonos primeiro, a adolescencia é unha idade moi complicada, porque os nenos que eran empezan a crecer e a ter as súas propias ideas.","Centrémonos primeiro, a adolescencia é unha idade moi complicada, porque os nenos comezan a medrar e a ter as súas propias ideas.",1,"O output_corrector non é adecuado porque o corrector introduciu o erro de ""comezan"" en lugar de ""estaban"" e ""medrar"" en lugar de ""creser"", que non existían no input_corrector."
"Aínda que nos tempos antigos non houbera nada diso, pola maneira de educar que tiñan.","Aínda que nos tempos antigos non había nada diso, pola maneira de educar que tiñan.",0,O output_corrector é adecuado porque solucionou o erro do input_corrector entre “houbera” e “haya”.
"Na miña opinión todo vai no xeito de como ver a vida, o que pretendemos todos é ser felices e disfrutar da vida.","Na miña opinión todo vai no camiño de como vemos a vida, o que pretendemos todos é ser felices e gozar da vida.",1,"O output_corrector non é adecuado porque o corrector introduciu o erro de ""xeito"" a ""camiño"" e ""ver"" a ""vemos"", e tamén ""disfrutar"" a ""gozar"", que non eran presentes no input_corrector."
"Todos eses rapaces, chegado o momento tamén se darán conta, ademais cada ano temos mais persoas con estudos superiores, polo que non creo que teñamos tal ermo cultural.","Todos eses rapaces, chegado o momento tamén se darán conta, ademais cada ano temos máis persoas con estudos superiores, polo que non creo que teñamos tal ermo cultural.",0,O output_corrector é adecuado porque solucionou o erro do input_corrector entre “mais” e “persoas”.
"Eu entendo que os fillos queren sempre ter as mellores cousas, pero na miña opinión teñen razón os pais, estamos demasiado mimados e aínda encima se estamos nun país con crise, non podemos ter de todo.","Eu entendo que os fillos queren sempre ter as mellores cousas, mais na miña opinión están equivocados os pais, porque estamos demasiado mimados e ademais se vivimos nun país cunha grave crise económica, non debemos ter de todo.",1,"O output_corrector non é adecuado porque introduciu un erro entre “teñen razón” e “estamos”, e tamén un erro entre “crise” e “grave crise económica”, que non existían no input_corrector."
"Quen non coñece a Pitagoras, Platon, Aristoteles.","Quen non coñeza a Pitágoras, Platón ou Aristóteles",0,O output_corrector é adecuado porque solucionou o erro do input_corrector entre “coñece” e “Pitagoras” e corrixiu a forma do nome de Aristoteles.
Agora o que eu penso é o seguinte.,Agora o que eu penso é o seguinte.,0,"O output_corrector é adecuado xa que non se modificou o input_corrector, o cal non contiña ningún erro que corrixir."
En conclusión.,En conclusión,0,"O output_corrector é adecuado xa que non se modificou o input_corrector, o cal non contiña ningún erro que corrixir."
Un neno sempre quererá ser aquilo que lle guste e lle proporcione o que ve que teñen os que traballan dese mesmo soño.,Un neno sempre querrá ser aquilo que lle guste e lle proporcione o que ve que teñen os que traballan dese mesmo soño.,0,"O output_corrector é adecuado porque non se modificou o input_corrector, o cal non contiña ningún erro que corrixir."
"A sociedade necesita un cambio nos valores que hai que ensinar aos nenos, e que nós debemos impartir.","A sociedade precisa un cambio nos valores que hai que ensinar ós nenos, e que nós debemos impoñerlles.",1,"O output_corrector non é adecuado porque o corrector introduciu un erro entre “precisa” e “necesita”, e tamén entre “impartir” e “impoñerlles”, que non existían no input_corrector."
"Por exemplo, no mundo do deporte, tan só se lle da importancia ó sector do fútbol, outros moitos logros como o de Mireia Belmonte no ámbito da natación non teñen o mesmo valor.","Por exemplo, no mundo do deporte, tan só se lle dá importancia ó sector do fútbol, outros moitos logros coma o de Mireia Belmonte no ámbito da natación non teñen o mesmo valor.",0,O output_corrector é adecuado porque solucionou o erro do input_corrector entre “da” e “dá”.
"A sociedade sempre estivo influenciada polas modas de cada tempo, agora tocan as modelos e os futbolistas.","A sociedade sempre estivo influenciada polas modas de cada tempo, agora tocan ás modelos e aos futbolistas.",0,O output_corrector é adecuado porque solucionou o erro do input_corrector entre “as” e “modelos” e entre “os” e “futbolistas”.
"Paralelamente, as modelos e os futbolistas unicamente dan unha imaxe errónea do que é a vida, mostran vidas de luxo, casas espectaculares e viaxes a lugares que namoran.","Paralelamente, as modelos e os futbolistas unicamente dan unha imaxe errónea do que é a vida; mostran vidas de luxo, casas espectaculares e viaxes a lugares que namoran.",1,"O output_corrector non é adecuado porque introduciu un punto e coma desproporcionado, o que altera a estrutura da oración e non é gramaticalmente correcto."
"Na actualidade, o tema da roupa é cada vez un conflito maior entre os pais e os seus fillos.","Na actualidade, o tema da roupa é cada vez un conflito maior entre os pais e os seus fillos.",0,"O output_corrector é adecuado xa que non se modificou o input_corrector, o cal non contiña ningún erro que corrixir."
Pero non só é o tema da roupa un conflito entre os pais e os seus fillos adolescentes.,Pero non só é o tema da roupa un conflito entre os pais e os seus fillos adolescentes.,0,"O output_corrector é adecuado xa que non se modificou o input_corrector, o cal non contiña ningún erro que corrixir."
Nos pobos e cidades hai equipos de fútbol para nenos xa dende os 3 anos.,Nos pobos e cidades hai equipos de fútbol para nenos xa desde os tres anos.,0,O output_corrector é adecuado porque solucionou o erro do input_corrector entre “dende” e “os tres anos”.
Ditos comportamentos comezan cada vez a máis temprana idade.,Ditos comportamentos comezan cada vez a unha máis temprana idade.,1,"O output_corrector non é adecuado porque introduciu un erro entre “a” e “unha”, que non existía no input_corrector."
"A adolescencia é unha etapa da vida que dura máis ou menos dende os 14 ata os 18 anos, aunque na maioría tarde hasta os vinte e pico.","A adolescencia é unha etapa da vida que dura máis ou menos desde os 14 até os 18 anos, aínda que na maior parte tarda até os vinte e poucos.",0,"O output_corrector é adecuado porque solucionou os erros do input_corrector, como a corrección de “dende” a “desde” e a corrección de “ata” a “até”."
Con todo isto a cultura queda sobrevalorada ata o xeito de desprezo.,Con todo este a cultura queda sobrevalorizada ata o xeito de desprezo.,0,O output_corrector é adecuado porque solucionou o erro do input_corrector entre “isto” e “este”.
Por iso moitos nenos as veces fan signo de rebeldía para chamar a atención dos pais.,Por iso moitos nenos ás veces fan o sinal da rebelión para chamar a atención dos seus pais.,1,"O output_corrector non é adecuado porque introduciu un erro entre “as veces” e “fan”, que non existía no input_corrector."
Persoalmente teño opinións atopadas e poa contra estou en desacordo con ela.,Persoalmente teño opinións encontradas e podo estar en desacordo con ela.,0,"O output_corrector é adecuado porque solucionou o erro do input_corrector entre “atopadas” e “poda”, corrixindo a forma verbal e a concordancia."
"Por moitas gañas que teñas de ser futbolista, antes están os teus estudos e a túa formación cultural e intelectual, xa que non todos nacen con ese mati ou con esa habilidade.","Por moitas ganas que teñas de ser futbolista, antes están os teus estudos e a túa formación cultural e intelectual, xa que non todos nacen con ese matiz ou coa mesma habilidade.",0,"O output_corrector é adecuado porque solucionou o erro do input_corrector entre “gañas” e “ganas”, e tamén mellorou a expresión con “matiz” en lugar de “mati” e “habilidade” en lugar de “habilidade”."
Isto crea que moitos rapaces abandonen os estudos coa ilusión de ser coma eses ídolos que pouco máis saben que ler ou escribir.,Isto crea que moitos rapaces abandonan os estudos coa ilusión de ser coma eses ídolos que pouco máis saben que ler ou escribir.,0,"O output_corrector é adecuado xa que non se modificou o input_corrector, o cal non contiña ningún erro que corrixir."
Non marco especial interese polo exemplo do galego pero si entendo a súa idea principal.,Non marquei ningún especial interese polo exemplo do galego pero si entendo a súa idea principal.,1,"O output_corrector non é adecuado porque introduciu un erro entre “marco” e “ningún”, que non existía no input_corrector."
Rexeita que os medios de comunicación e información non se centren en informar sobre a cultura galega e os feitos que acontecen actualmente o redor desta.,Rexeita que os medios de comunicación e información non se centren en informar sobre a cultura galega e os feitos que acontecen actualmente arredor dela.,0,O output_corrector é adecuado porque solucionou o erro do input_corrector entre “o redor desta” e “arredor dela”.
Todo isto non é así xa que para ser unha supermodelo non só fai falta ter unha cara e un corpo bonito xa que se necesita ter un enorme esforzo físico e unha sacrificación constante para manter a imaxe que unha certa compañía ou axencia de modelos esixe.,Todo isto non é así xa que para ser unha supermodelo non só fai falta ter unha cara e un corpo bonito senón tamén unha enorme sacrificio constante para manter a imaxe que unha certa compañía ou axenda de modelos esixen.,0,"O output_corrector é adecuado porque solucionou o erro do input_corrector entre “xa que” e “senón tamén”, corrixindo a oración para mellorar a clareza e a gramática."
"A xente esfórzase e sacrifícase para cumprir o seu sono, e máis nos tempos que corren.","A xente esforza e sacrifica para cumprir o seu soño, e máis nos tempos que corren.",0,"O output_corrector é adecuado porque solucionou os erros do input_corrector entre “esfórzase” e “sacrifícase”, e entre “sono” e “soño”."
Onde se aprecia unha conversación entre un pai e unha filla.,Onde se aprecia unha conversa entre un pai e unha filla.,0,O output_corrector é adecuado porque solucionou o erro do input_corrector entre “conversación” e “conversa”.
Xa que hoxe en día son moi presentes na rutina dos adultos que teñen fillos.,Xa que hoxe en día son moi presentes na rutina dos adultos que teñen fillos.,0,"O output_corrector é adecuado xa que non se modificou o input_corrector, o cal non contiña ningún erro que corrixir."
O apoio das familias é crucial para desenrolar esta etapa.,O apoio das familias é crucial para desenvolver esta etapa.,0,O output_corrector é adecuado porque solucionou o erro do input_corrector entre “desenrolar” e “etapa”.
Cos motivos dados teño que dicir que estou de acordo coa autora e que temos que reflexionar sobre o tema para así poder tomar mellores decisións e cambiar a nosa forma de ver as cousas (se nos fai falta).,Cos motivos dados teño que dicir que estou de acordo coa autora e que temos que reflexionar sobre o tema para así poder tomar mellores decisións e cambiar a nosa forma de ver as cousas (se nos fai falta).,0,"O output_corrector é adecuado xa que non se modificou o input_corrector, o cal non contiña ningún erro que corrixir."
Podemos apreciar isto en lugares tan comúns e visualizados como poden ser as noticias diarias emitidas en calquera canle de televisión.,Podemos apreciar isto en lugares tan comúns e visualizados como poden ser as noticias diarias emitidas en calquera canle de televisión.,0,"O output_corrector é adecuado xa que non se modificou o input_corrector, o cal non contiña ningún erro que corrixir."
Isto dase deste xeito por unha razón moi simple.,Isto dáse deste xeito por unha razón moi simples.,0,O output_corrector é adecuado porque solucionou o erro do input_corrector entre “dase” e “moi simple”.
"En conclusión, na actualidade existen diferentes tipos de xóvenes e polo tanto diferentes tipos de evocacións.","En conclusión, na actualidade existen diferentes tipos de mozos e polo tanto diferentes tipos de evocacións.",0,O output_corrector é adecuado porque solucionou o erro do input_corrector entre “xóvenes” e “mozos”.
Onde quedou o sono de ser estudado polas xeracións venideras?,Onde quedará o sono de ser estudado polas xeracións venideras?,0,O output_corrector é adecuado porque solucionou o erro do input_corrector entre “quedou” e “ser”.
O correcto sería xuzgar a sociedade por como son as persoas que a comprenden e non por como son aquelas que se dedican a ver a televisión e xogar con peluches.,O correcto sería xulgar a sociedade por como son as persoas que a comprenden e non por como son aquelas que se dedican a ver a televisión e xogar cos peluches.,0,O output_corrector é adecuado porque solucionou o erro do input_corrector entre “xuzgar” e “xulgar”.
A solución está por comezar a cambiar a sociedade e tratar de arranxar os erros que nos levaron ata aquí.,A solución está por comezar a cambiar a sociedade e tratar de arranxar os erros que nos levaron ata aquí.,0,"O output_corrector é adecuado xa que non se modificou o input_corrector, o cal non contiña ningún erro que corrixir."
Pero a sociedade non pode depender só de xogar ao futbol ou ser modelo.,Pero a sociedade non pode depender só do fútbol ou da moda.,0,"O output_corrector é adecuado porque solucionou os erros do input_corrector, corrixindo a forma incorrecta de referirse ao deporte e á moda."
"Hoxe en día nada é gratis, todo ten un precio.","Hoxe en día nada é gratis, todo ten o seu prezo.",0,O output_corrector é adecuado porque solucionou o erro do input_corrector entre “un” e “prezo”.
"Por outra banda, podemos poñer como exemplo tamén a parexa de Cristiano Ronaldo, unha muller que ata o momento en que se coñeceu que tiña unha relación co futbolista non se sabía nada dela.","Por outra banda, podemos poñer como exemplo tamén á parella de Cristiano Ronaldo, unha muller que ata o momento no que se coñeceu que tiña unha relación co futbolista non se sabía nada dela.",0,"O output_corrector é adecuado porque solucionou o erro do input_corrector entre “a” e “parexa”, cambiando a forma correcta de referirse a unha parella."
"Sin embargo, ahora todas as nenas queren ser coma ela.","Sin embargo, agora todas as nenas queren ser como ela.",0,O output_corrector é adecuado porque solucionou o erro do input_corrector entre “coma” e “ser”.
"Pero tamén é cierto que sempre procuramos ""copiar"" a alguén e normalmente non é bo.",Pero tamén é certo que sempre procuramos 'copiar' a alguén e normalmente non é bo.,0,O output_corrector é adecuado porque corrixiu o erro de comillas no input_corrector.
"En conclusión, a utilización da palabra é necesaria para enfrentarnos a algunhas situacións delicadas.","En conclusión, a utilización da palabra é necesaria para enfrontarnos a algunhas situacións delicadas.",0,O output_corrector é adecuado porque solucionou o erro do input_corrector entre “enfrentarnos” e “a”.
"No meu caso non tería ese tipo de discusión, porque si se pode eu iría ao máis barato para non gastar moito.","No meu caso non tería ese tipo de discusión, porque si se pode eu ía ao máis barato para non gastar moito.",0,O output_corrector é adecuado porque corrixiu o erro do input_corrector entre “iría” e “ía”.
"Véndesenos cada día mediante publicidade, ""marketing"" e imaxes unha determinada realidade e esta éntranos polos ollos sen caer na conta da súa falsedade.",Véndese nos supermercados diariamente produtos que son anunciados como saudables pero non o son realmente.,1,"O output_corrector non é adecuado porque introduciu un erro ao cambiar a orixe da publicidade de ""cada día mediante publicidade"" a ""nos supermercados diariamente"", o que non é equivalente e non mantén a idea orixinal."
"Rematamos por creer que o importante é ter unha cara sen manchas, o último móbil ou o mellor coche do mercado.","Rematamos por crer que o importante é ter unha cara sen manchas, o último móbil ou o mellor coche do mercado.",0,O output_corrector é adecuado porque solucionou o erro do input_corrector entre “creer” e “crer”.
"Cando hai un atentado ou un desastre natural subimos á rede imaxes o frases como ""pray for París"".",Cando hai un atentado ou un desastre natural subimos á rede imaxes ou frases como «Pray for Paris».,0,O output_corrector é adecuado porque solucionou o erro do input_corrector entre “o” e “ou”.
Prodúcense e gáñanse máis cartos emitindo o contenido mencionado primeiramente.,Prodúcense e gáñanse máis cartos emitindo o contido mencionado primeiro.,0,O output_corrector é adecuado porque solucionou o erro do input_corrector entre “contenido” e “primeiramente”.
"Un dos problemas, inclusive o máis importante é a falta de comunicación entre pais e fillos, a cal leva a peleas e discusións innecesarias.","Un dos problemas, incluso o máis importante é a falta de comunicación entre pais e fillos, que leva a pelexas e discusións innecesarias.",0,O output_corrector é adecuado porque solucionou o erro do input_corrector entre “inclusive” e “o máis importante”.
A autora fala sobre a sociedade xoven e como marcan as súas pautas a nivel social e académico.,A autora fala sobre a sociedade xuvenil e como marcan as súas pautas a nivel social e académico.,0,O output_corrector é adecuado porque solucionou o erro do input_corrector entre “xoven” e “xuvenil”.
É iso algo perxudicial para a sociedade?,É isto algo prexudicial para a sociedade?,0,O output_corrector é adecuado porque solucionou o erro do input_corrector entre “iso” e “algo”.
Triunfar no deporte que che gusta practicar pode ser o soño de calquer persoa.,Triunfar no deporte que che gusta practicar pode ser o soño de calquera persoa.,0,O output_corrector é adecuado porque solucionou o erro do input_corrector entre “calquer” e “persoa”.
"Esperemos que o panorama cambie o se non, que Deus nos pille confesados.","Esperemos que o panorama cambie ou se non, que Deus nos pille confesados.",0,O output_corrector é adecuado porque solucionou o erro do input_corrector entre “o” e “ou”.
Ela non sae cada mediodía no telediario nin é practicamente nunca portada do xornal.,Ela non sae cada mediodía no telexornal nin é case nunca portada dos xornais.,0,"O output_corrector é adecuado porque solucionou os erros do input_corrector, como a corrección de “telediario” a “telexornal” e a corrección de “do xornal” a “dos xornais”."
"Aparte de que a muller no mundo do deporte carece de recoñecemento, o fútbol está por enriba de calquera outro deporte.","A parte de que a muller no mundo do deporte carece de recoñecemento, o fútbol está por riba de calquera outro deporte.",0,O output_corrector é adecuado porque solucionou o erro do input_corrector entre “Aparte” e “de”.
Non é saudable nin recomendable pero a sociedade de hoxe en día é moi perxudicial para os que se deixan influenciar.,Non é saudable nin recomendable pero a sociedade de hoxe en día é moi prexudicial para os que se dejan influenciar.,0,O output_corrector é adecuado porque solucionou o erro do input_corrector entre “perxudicial” e “prexudicial”.
"En canto ao problema do texto, penso que a filla fixo moi mal chamando ao pai, sabendo que o interrumpiría no traballo, só porque a nai non lle consentiu facer algo tan materialista como é ""ir de compras"".","En canto ao problema do texto, penso que a filla fixo moi ben chamándoo ao pai, sabendo que o interrompería no traballo, só porque a nai non lle permitiu facer algo tan materialista como é 'ir de compras'.",0,"O output_corrector é adecuado porque solucionou os erros do input_corrector, como a falta de concordancia entre ""filla"" e ""chamando"" e a corrección de ""consentiu"" a ""permitiu""."
"A adolescencia, na meirande parte dos casos, crea no entorno familiar desacordos entre pais e fillos que non soen chegar a consenso.","A adolescencia, na meirande parte dos casos, crea no entorno familiar desacordos entre pais e fillos que non soen chegar a consenso.",0,"O output_corrector é adecuado xa que non se modificou o input_corrector, o cal non contiña ningún erro que corrixir."
A relación entre pais e adolescentes é compricada porque un problemiña dos adolescentes para eles é un mundo e para os seus pais é insignificante.,A relación entre pais e adolescentes é complicada porque un problema dos adolescentes para eles é un mundo e para os seus pais é insignificante.,0,O output_corrector é adecuado porque solucionou o erro do input_corrector entre “compricada” e “complicada”.
O texto reflexa máis dun problema entre pais e fillos adolescentes.,O texto reflexa máis dun problema entre pais e fillos adolescentes.,0,"O output_corrector é adecuado xa que non se modificou o input_corrector, o cal non contiña ningún erro que corrixir."
"A todo isto, non pretendo afirmar que non hai traballo de fondo, de feito, hai moitas horas de esforzo e traballo, pero iso non o mostran; os rigurosos e duros adestramentos diarios, todas as veces que se cometen erros e hai que repetir o exercicio ou dar outra volta para afianzar terreo.","A todo isto, non pretendo afirmar que non hai traballo de fondo, de feito, hai moitas horas de esforzo e traballo, pero iso non o mostran; os rigorosos e duros adestramentos diarios, todas as veces que se cometen erros e hai que repetir o exercicio ou dar outra volta para afianzar terreo.",0,"O output_corrector é adecuado porque non se modificou o input_corrector, o cal non contiña ningún erro que corrixir."
As grandes empresas traballan para proporcionarnos todo tipo de artefactos que cremos necesitar pero que non son máis ca un engano.,As grandes empresas traballan para proporcionarnos todo tipo de artefactos que cremos necesitar pero que non son máis ca un engano.,0,"O output_corrector é adecuado xa que non se modificou o input_corrector, o cal non contiña ningún erro que corrixir."
"Nos últimos anos, a gastronomía acadou tanta popularidade porque tamén melloraron as condicións das cociñas, a limpeza, presentación... E iso á xente gústalle, gústalle ver un prato ben presentado aínda que leve pouca comida porque a presentación tamén conta moito.","Nos últimos anos, a gastronomía acadou tanta popularidade porque tamén melloraron as condicións das cociñas, a limpeza, presentación… E iso á xente gústalle, gústalle ver un prato ben presentado aínda que leve pouca comida porque a presentación tamén conta moito.",0,"O output_corrector é adecuado porque non se modificou o input_corrector, o cal non contiña ningún erro que corrixir."
